[207, 4, 1, 1, 584, 232]	2013-06-17 13:23:43.701393	
[210, 4, 1, 1, 584, 235]	2013-06-17 13:24:10.494670	
[217, 4, 1, 1, 582, 239]	2013-06-17 13:24:37.763445	
[217, 4, 1, 1, 584, 239]	2013-06-17 13:25:03.912547	
[222, 4, 1, 1, 583, 242]	2013-06-17 13:25:32.280744	
[225, 4, 1, 1, 583, 245]	2013-06-17 13:26:00.006607	
[226, 4, 1, 1, 583, 246]	2013-06-17 13:26:28.184389	
[227, 4, 1, 1, 585, 247]	2013-06-17 13:26:55.839797	
[229, 4, 1, 1, 585, 249]	2013-06-17 13:27:22.601128	
[229, 4, 1, 1, 585, 250]	2013-06-17 13:27:50.188496	
[230, 4, 1, 1, 585, 251]	2013-06-17 13:28:16.867709	
[233, 4, 1, 1, 584, 254]	2013-06-17 13:28:44.249893	
[233, 4, 1, 1, 584, 254]	2013-06-17 13:29:11.835312	
[233, 4, 1, 1, 584, 254]	2013-06-17 13:29:38.545083	
[233, 4, 1, 1, 584, 254]	2013-06-17 13:30:06.093016	
[235, 4, 1, 1, 584, 256]	2013-06-17 13:30:33.830912	
[235, 4, 1, 1, 584, 256]	2013-06-17 13:31:01.426504	
[235, 4, 1, 1, 584, 256]	2013-06-17 13:31:29.650892	
[236, 4, 1, 1, 584, 257]	2013-06-17 13:31:56.591262	
[237, 4, 1, 1, 585, 258]	2013-06-17 13:32:23.998855	
[237, 4, 1, 1, 586, 258]	2013-06-17 13:32:51.449432	
[237, 4, 1, 1, 588, 261]	2013-06-17 13:33:18.267614	
[239, 4, 1, 1, 595, 263]	2013-06-17 13:33:46.058285	
[239, 4, 1, 1, 598, 263]	2013-06-17 13:34:13.452456	
[240, 4, 1, 1, 602, 265]	2013-06-17 13:34:41.080413	
[242, 4, 1, 1, 608, 267]	2013-06-17 13:35:08.643857	
[251, 4, 1, 1, 611, 278]	2013-06-17 13:35:37.074531	
[256, 4, 1, 1, 613, 283]	2013-06-17 13:36:06.458180	
[256, 4, 1, 1, 615, 283]	2013-06-17 13:36:35.109360	
[266, 4, 1, 1, 612, 293]	2013-06-17 13:37:04.084577	
[271, 4, 1, 1, 615, 299]	2013-06-17 13:37:32.546868	
[287, 4, 1, 1, 615, 314]	2013-06-17 13:38:01.981525	
[290, 4, 1, 1, 619, 318]	2013-06-17 13:38:31.723896	
[290, 4, 1, 1, 621, 319]	2013-06-17 13:39:00.574316	
[292, 4, 1, 1, 622, 321]	2013-06-17 13:39:30.251649	
[297, 4, 1, 1, 622, 325]	2013-06-17 13:39:59.649765	
[305, 4, 1, 1, 624, 333]	2013-06-17 13:40:29.788451	
[307, 4, 1, 1, 624, 335]	2013-06-17 13:41:01.081418	
[315, 4, 1, 1, 624, 341]	2013-06-17 13:41:32.398024	
[318, 4, 1, 1, 624, 344]	2013-06-17 13:42:04.158734	
[318, 4, 1, 1, 625, 344]	2013-06-17 13:42:34.096455	
[319, 4, 1, 1, 625, 345]	2013-06-17 13:43:04.844622	
[319, 4, 1, 1, 626, 345]	2013-06-17 13:43:34.627455	
[319, 4, 1, 1, 626, 345]	2013-06-17 13:44:05.028466	
[319, 4, 1, 1, 626, 345]	2013-06-17 13:44:34.716590	
[324, 4, 1, 1, 626, 349]	2013-06-17 13:45:04.797370	
[325, 4, 1, 1, 627, 350]	2013-06-17 13:45:35.613486	
[327, 4, 1, 1, 627, 355]	2013-06-17 13:46:07.014955	
[328, 4, 1, 1, 629, 356]	2013-06-17 13:46:39.157492	
[328, 4, 1, 1, 629, 356]	2013-06-17 13:47:10.447267	
[330, 4, 1, 1, 629, 358]	2013-06-17 13:47:41.354065	
[330, 4, 1, 1, 629, 358]	2013-06-17 13:48:11.813092	
[333, 4, 1, 1, 627, 361]	2013-06-17 13:48:41.967887	
[334, 4, 1, 1, 627, 362]	2013-06-17 13:49:12.763039	
[337, 4, 1, 1, 628, 365]	2013-06-17 13:49:43.430467	
[338, 4, 1, 1, 628, 366]	2013-06-17 13:50:14.886159	
[338, 4, 1, 1, 628, 366]	2013-06-17 13:50:45.731161	
[339, 4, 1, 1, 628, 367]	2013-06-17 13:51:17.365864	
[339, 4, 1, 1, 628, 367]	2013-06-17 13:51:58.934331	
[342, 4, 1, 1, 627, 369]	2013-06-17 13:52:29.563922	
[342, 4, 1, 1, 628, 369]	2013-06-17 13:53:01.230705	
[342, 4, 1, 1, 629, 369]	2013-06-17 13:53:31.999324	
[342, 4, 1, 1, 629, 369]	2013-06-17 13:54:02.762049	
[342, 4, 1, 1, 629, 369]	2013-06-17 13:54:33.456991	
[343, 4, 1, 1, 629, 370]	2013-06-17 13:55:04.636112	
[343, 4, 1, 1, 629, 370]	2013-06-17 13:55:35.998506	
[343, 4, 1, 1, 629, 370]	2013-06-17 13:56:08.233573	
[343, 4, 1, 1, 629, 370]	2013-06-17 13:56:39.092982	
[343, 4, 1, 1, 629, 370]	2013-06-17 13:57:09.735380	
[343, 4, 1, 1, 630, 370]	2013-06-17 13:57:40.401834	
[343, 4, 1, 1, 630, 370]	2013-06-17 13:58:11.077188	
[343, 4, 1, 1, 630, 370]	2013-06-17 13:58:41.768820	
[343, 4, 1, 1, 630, 370]	2013-06-17 13:59:12.579717	
[343, 4, 1, 1, 630, 371]	2013-06-17 13:59:43.363900	
[346, 4, 1, 1, 630, 374]	2013-06-17 14:00:14.088318	
[349, 4, 1, 1, 638, 377]	2013-06-17 14:00:46.659019	
[349, 4, 1, 1, 644, 377]	2013-06-17 14:01:18.870356	
[352, 4, 1, 1, 649, 380]	2013-06-17 14:01:50.447396	
[364, 4, 1, 1, 647, 389]	2013-06-17 14:02:22.671881	
[367, 4, 1, 1, 646, 391]	2013-06-17 14:02:53.771077	
[367, 4, 1, 1, 647, 391]	2013-06-17 14:03:26.077865	
[367, 4, 1, 1, 648, 391]	2013-06-17 14:03:57.726448	
[367, 4, 1, 1, 648, 391]	2013-06-17 14:04:29.039662	
[367, 4, 1, 1, 648, 391]	2013-06-17 14:05:00.487984	
[367, 4, 1, 1, 648, 391]	2013-06-17 14:05:32.415641	
[368, 4, 1, 1, 649, 392]	2013-06-17 14:06:04.868066	
[368, 4, 1, 1, 650, 392]	2013-06-17 14:06:36.960968	
[368, 4, 1, 1, 651, 392]	2013-06-17 14:07:09.451775	
[368, 4, 1, 1, 651, 392]	2013-06-17 14:07:40.834873	
[372, 4, 1, 1, 650, 395]	2013-06-17 14:08:12.993329	
[372, 4, 1, 1, 650, 395]	2013-06-17 14:08:44.378741	
[372, 4, 1, 1, 651, 395]	2013-06-17 14:09:16.368131	
[372, 4, 1, 1, 651, 395]	2013-06-17 14:09:47.764010	
[372, 4, 1, 1, 651, 395]	2013-06-17 14:10:21.392529	
[372, 4, 1, 1, 651, 395]	2013-06-17 14:10:53.822226	
[372, 4, 1, 1, 651, 395]	2013-06-17 14:11:26.581592	
[372, 4, 1, 1, 651, 395]	2013-06-17 14:11:58.915618	
[372, 4, 1, 1, 651, 395]	2013-06-17 14:12:30.677774	
[372, 4, 1, 1, 652, 395]	2013-06-17 14:13:02.736057	
[372, 4, 1, 1, 653, 395]	2013-06-17 14:13:34.664110	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:14:06.701105	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:14:38.247551	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:15:10.763245	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:15:43.069872	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:16:15.809918	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:16:48.453678	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:17:20.863615	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:17:52.535574	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:18:24.995911	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:18:56.536879	
[373, 4, 1, 1, 656, 396]	2013-06-17 14:19:28.742640	
[375, 4, 1, 1, 656, 398]	2013-06-17 14:20:00.097990	
[375, 4, 1, 1, 656, 398]	2013-06-17 14:20:33.304971	
[375, 4, 1, 1, 656, 398]	2013-06-17 14:21:06.202979	
[375, 4, 1, 1, 656, 398]	2013-06-17 14:21:39.079954	
[375, 4, 1, 1, 656, 398]	2013-06-17 14:22:11.815782	
[375, 4, 1, 1, 656, 398]	2013-06-17 14:22:43.706294	
[375, 4, 1, 1, 656, 398]	2013-06-17 14:23:16.212391	
[375, 4, 1, 1, 656, 398]	2013-06-17 14:23:47.760035	
[375, 4, 1, 1, 656, 398]	2013-06-17 14:24:19.982188	
[377, 4, 1, 1, 655, 400]	2013-06-17 14:24:51.529003	
[377, 4, 1, 1, 655, 400]	2013-06-17 14:25:24.329583	
[377, 4, 1, 1, 655, 400]	2013-06-17 14:25:56.656997	
[377, 4, 1, 1, 656, 400]	2013-06-17 14:26:29.515458	
[377, 4, 1, 1, 656, 400]	2013-06-17 14:27:02.135407	
[377, 4, 1, 1, 657, 400]	2013-06-17 14:27:34.705910	
[377, 4, 1, 1, 657, 400]	2013-06-17 14:28:06.109330	
[377, 4, 1, 1, 658, 400]	2013-06-17 14:28:38.757422	
[377, 4, 1, 1, 658, 400]	2013-06-17 14:29:10.452715	
[377, 4, 1, 1, 658, 400]	2013-06-17 14:29:42.253544	
[377, 4, 1, 1, 658, 400]	2013-06-17 14:30:14.664649	
[377, 4, 1, 1, 658, 400]	2013-06-17 14:30:48.170191	
[377, 4, 1, 1, 658, 400]	2013-06-17 14:31:20.263979	
[377, 4, 1, 1, 658, 400]	2013-06-17 14:31:53.990795	
[377, 4, 1, 1, 658, 400]	2013-06-17 14:32:25.610027	
[377, 4, 1, 1, 658, 400]	2013-06-17 14:32:57.550918	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:33:29.311557	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:34:01.743129	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:34:33.380113	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:35:05.983358	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:35:38.419921	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:36:11.621666	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:36:44.132607	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:37:16.151113	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:37:48.766705	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:38:20.551699	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:38:53.090564	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:39:24.639032	
[378, 4, 1, 1, 658, 401]	2013-06-17 14:39:57.190866	
[378, 4, 1, 1, 659, 401]	2013-06-17 14:40:29.738643	
[378, 4, 1, 1, 659, 401]	2013-06-17 14:41:02.599213	
[378, 4, 1, 1, 659, 401]	2013-06-17 14:41:35.631149	
[379, 4, 1, 1, 660, 402]	2013-06-17 14:42:09.015991	
[379, 4, 1, 1, 660, 402]	2013-06-17 14:42:40.938597	
[379, 4, 1, 1, 660, 402]	2013-06-17 14:43:13.656093	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:43:45.221631	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:44:17.870885	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:44:49.450547	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:45:22.136924	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:45:54.629474	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:46:32.840737	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:47:06.116514	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:47:43.425671	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:48:15.702096	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:48:47.791191	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:49:20.423033	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:49:52.059296	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:50:25.131415	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:51:03.503005	
[380, 4, 1, 1, 660, 403]	2013-06-17 14:51:36.694441	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:52:09.022624	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:52:41.345589	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:53:13.185087	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:53:45.386774	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:54:17.405429	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:54:49.682172	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:55:22.058801	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:55:54.668082	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:56:27.932658	
[381, 4, 1, 1, 660, 404]	2013-06-17 14:57:01.288530	
[383, 4, 1, 1, 660, 406]	2013-06-17 14:57:33.971276	
[383, 4, 1, 1, 660, 406]	2013-06-17 14:58:05.444508	
[383, 4, 1, 1, 660, 406]	2013-06-17 14:58:38.519577	
[383, 4, 1, 1, 660, 406]	2013-06-17 14:59:10.237049	
[383, 4, 1, 1, 660, 406]	2013-06-17 14:59:42.883639	
[383, 4, 1, 1, 660, 406]	2013-06-17 15:00:15.940535	
[383, 4, 1, 1, 660, 406]	2013-06-17 15:00:49.159730	
[383, 4, 1, 1, 660, 406]	2013-06-17 15:01:22.362801	
[383, 4, 1, 1, 660, 406]	2013-06-17 15:01:55.960403	
[383, 4, 1, 1, 660, 406]	2013-06-17 15:02:28.368810	
[384, 4, 1, 1, 660, 407]	2013-06-17 15:03:00.558346	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:03:32.978361	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:04:05.153150	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:04:37.636712	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:05:10.458432	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:05:44.318649	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:06:17.621996	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:06:50.772910	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:07:22.620235	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:07:55.282157	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:08:27.175118	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:08:59.551357	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:09:31.460037	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:10:04.217145	
[385, 4, 1, 1, 660, 408]	2013-06-17 15:10:36.654520	
[385, 4, 1, 1, 661, 408]	2013-06-17 15:11:10.354564	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:11:43.110633	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:12:16.058961	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:12:47.756963	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:13:20.418552	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:13:52.158996	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:14:24.777885	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:14:56.539851	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:15:30.058822	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:16:03.770997	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:16:37.195221	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:17:10.991142	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:17:43.573396	
[385, 4, 1, 1, 662, 408]	2013-06-17 15:18:15.560769	
[386, 4, 1, 1, 664, 409]	2013-06-17 15:18:48.004932	
[389, 4, 1, 1, 663, 411]	2013-06-17 15:19:20.127528	
[390, 4, 1, 1, 663, 412]	2013-06-17 15:19:52.497775	
[390, 4, 1, 1, 663, 412]	2013-06-17 15:20:25.249784	
[390, 4, 1, 1, 664, 412]	2013-06-17 15:21:07.348453	
[390, 4, 1, 1, 664, 412]	2013-06-17 15:21:40.678830	
[390, 4, 1, 1, 664, 412]	2013-06-17 15:22:14.308984	
[390, 4, 1, 1, 665, 412]	2013-06-17 15:22:46.612645	
[391, 4, 1, 1, 667, 413]	2013-06-17 15:23:18.725846	
[394, 4, 1, 1, 666, 415]	2013-06-17 15:23:51.352092	
[394, 4, 1, 1, 666, 415]	2013-06-17 15:24:23.424062	
[395, 4, 1, 1, 666, 416]	2013-06-17 15:24:55.903734	
[395, 4, 1, 1, 666, 416]	2013-06-17 15:25:28.530760	
[395, 4, 1, 1, 666, 416]	2013-06-17 15:26:02.385389	
[398, 4, 1, 1, 664, 419]	2013-06-17 15:26:35.338260	
[398, 4, 1, 1, 664, 419]	2013-06-17 15:27:08.504246	
